Company Name,GPM PROPERTY MANAGEMENT
Phone Number,734-287-6619
Source,Purchase Details
Date Range,2024-08-21 to 2026-09-21
Export Date,September-21-2026 13:01:39


Date,Store Number,Transaction Id,Register Number,Job Name,SKU Number,SKU Description,Quantity,Original Unit Price,Department Name,Class Name,Subclass Name,Program Discount Amount,Program Discount Indicator,Other Discount Amount,Extended Retail (before discount),Net Unit Price,Company Name
2026-08-11,2702,3621,7,120603,148644,"4""X5' ROUND METAL PIPE",1,$14.98,PLUMBING,AIR CIRCULATION/ACCES.,GALV VENT PIPE,$0.000000,,$-0.75,$14.23,$14.23,GPM PROPERTY MANAGEMENT
2026-08-11,2702,3621,7,120603,1001287221,BEST TRYLON 2.0 SHRT CUT ALL PAINT,1,$8.97,PAINT,APPLICATORS,BEST/PRO BRUSHES,$0.000000,,$-0.81,$8.16,$8.16,GPM PROPERTY MANAGEMENT
2026-08-11,2702,3621,7,120603,280153,"BRACKET, HANDRAIL_HD_RUSTIC_ORB",1,$5.98,HARDWARE,BUILDER'S HARDWARE,HOBBY/HANDRAIL,$0.000000,,$0.00,$5.98,$5.98,GPM PROPERTY MANAGEMENT
2026-08-11,2702,3621,7,120603,258292,"4"" 90DEG 26GA ADJ ELBOW",1,$7.98,PLUMBING,AIR CIRCULATION/ACCES.,GALV VENT PIPE,$0.000000,,$-0.40,$7.58,$7.58,GPM PROPERTY MANAGEMENT
2026-08-11,2702,3621,7,120603,1005753273,"1-3/8""X5/8"" EB GALV CL FRAME HINGE",1,$4.47,BLDG. MATERIALS,FENCING,CHAIN LINK,$0.000000,,$-1.64,$2.83,$2.83,GPM PROPERTY MANAGEMENT
2026-08-11,2702,3621,7,120603,1005654030,"1-3/8"" 14G EB GALV CL GATE CLIP",1,$2.24,BLDG. MATERIALS,FENCING,CHAIN LINK,$0.000000,,$-0.11,$2.13,$2.13,GPM PROPERTY MANAGEMENT
2026-08-11,2702,3621,7,120603,425272,GLIDDEN PREM EXT SATIN BASE 1 310Z,1,$20.48,PAINT,EXTERIOR PAINT,QUARTS & SMALLER SIZES,$0.000000,,$0.00,$20.48,$20.48,GPM PROPERTY MANAGEMENT
2026-08-11,2702,3621,7,120603,1005653973,"2-3/8"" EB CL POST HINGE",1,$8.47,BLDG. MATERIALS,FENCING,CHAIN LINK,$0.000000,,$-0.42,$8.05,$8.05,GPM PROPERTY MANAGEMENT
2026-08-11,2702,3621,7,120603,280153,"BRACKET, HANDRAIL_HD_RUSTIC_ORB",1,$5.98,HARDWARE,BUILDER'S HARDWARE,HOBBY/HANDRAIL,$0.000000,,$0.00,$5.98,$5.98,GPM PROPERTY MANAGEMENT
2026-08-11,2702,3621,7,120603,258292,"4"" 90DEG 26GA ADJ ELBOW",1,$7.98,PLUMBING,AIR CIRCULATION/ACCES.,GALV VENT PIPE,$0.000000,,$-0.40,$7.58,$7.58,GPM PROPERTY MANAGEMENT
2026-08-11,2702,3621,7,120603,1005653973,"2-3/8"" EB CL POST HINGE",1,$8.47,BLDG. MATERIALS,FENCING,CHAIN LINK,$0.000000,,$-0.43,$8.04,$8.04,GPM PROPERTY MANAGEMENT
2026-08-11,2702,3621,7,120603,815760,1-1/2 X1-11/16 PINE WM231 HANDRAIL,6,$2.97,MILLWORK,MOULDINGS,SOFTWOOD SOLID,$0.000000,,$-2.70,$15.12,$15.12,GPM PROPERTY MANAGEMENT
2026-08-11,2742,1781,51,HOME,1004757681,MAK IMPACT XPS NUT DRIVER SET 3PC,1,$12.47,HARDWARE,POWER TOOL ACCESSORIES,SCREWDRIVING DRILL BITS,$0.000000,,$0.00,$12.47,$12.47,GPM PROPERTY MANAGEMENT
2026-08-11,2742,1781,51,HOME,1010729075,MKE CUT LVL 5 HIGH-DEX NITRILE DIP L,1,$17.97,HARDWARE,SECURITY/SAFETY,WORK GLOVES,$0.000000,,$0.00,$17.97,$17.97,GPM PROPERTY MANAGEMENT
2026-08-11,2742,1781,51,HOME,999864,BEV DEP 0.10,1,$0.10,FEES,,,$0.000000,,$0.00,$0.10,$0.10,GPM PROPERTY MANAGEMENT
2026-08-11,2742,1781,51,HOME,1005919234,MAXFIT 1/4 IN. X 6 IN. NUT DRIVER,1,$9.47,HARDWARE,POWER TOOL ACCESSORIES,SCREWDRIVING DRILL BITS,$0.000000,,$0.00,$9.47,$9.47,GPM PROPERTY MANAGEMENT
2026-08-11,2742,1781,51,HOME,154121,BEHR PPE 4050 FLAT UPW 128OZ,1,$47.98,PAINT,EXTERIOR PAINT,BEHR PREMIUM PLUS EXTERI,$-9.600000,,$0.00,$38.38,$38.38,GPM PROPERTY MANAGEMENT
2026-08-11,2742,1781,51,HOME,243270,GOOD 2.0 FLAT CUT LATEX BRUSH,1,$6.97,PAINT,APPLICATORS,GOOD BRUSHES,$0.000000,,$-0.49,$6.48,$6.48,GPM PROPERTY MANAGEMENT
2026-08-11,2742,1781,51,HOME,1010454770,MTN DEW ZERO SUGAR 20 OZ.,1,$2.58,GARDEN/SEASONAL,CONVENIENCE,BEVERAGES,$0.000000,,$0.00,$2.58,$2.58,GPM PROPERTY MANAGEMENT
2026-08-11,2742,1781,51,HOME,1005767231,MAXFIT 5/16 IN. X 6 IN. NUT DRIVER,1,$9.47,HARDWARE,POWER TOOL ACCESSORIES,SCREWDRIVING DRILL BITS,$0.000000,,$0.00,$9.47,$9.47,GPM PROPERTY MANAGEMENT
2026-08-11,2742,1781,51,HOME,638752,HANDY PAINT CUP,1,$2.97,PAINT,APPLICATORS,TRAYS / LINERS,$0.000000,,$-0.18,$2.79,$2.79,GPM PROPERTY MANAGEMENT
2026-08-11,2789,4649,35,rudy,690188,"SCOTCH 1.88"" MASKING TAPE 2020 1PK",1,$4.98,PAINT,TAPE,MASKING TAPE,$0.000000,,$-0.35,$4.63,$4.63,GPM PROPERTY MANAGEMENT
2026-08-11,2789,4649,35,rudy,1010877499,35 IN. X 150 FT. BUILDERS PAPER,1,$12.98,PAINT,SHEETING/BUCKETS,DROP CLOTHS-PAPER/POLY,$0.000000,,$-0.91,$12.07,$12.07,GPM PROPERTY MANAGEMENT
2026-08-11,2789,4649,35,rudy,690188,"SCOTCH 1.88"" MASKING TAPE 2020 1PK",1,$4.98,PAINT,TAPE,MASKING TAPE,$0.000000,,$-0.35,$4.63,$4.63,GPM PROPERTY MANAGEMENT
2026-08-11,2757,7329,54,120500,1002974566,GB ARAGON 2HDL LAUNDRY FAUCET CH,1,$34.98,PLUMBING,FAUCETS,,$0.000000,,$-1.05,$33.93,$33.93,GPM PROPERTY MANAGEMENT
2026-08-11,2757,7329,54,120500,405418,"1/2""IPX1/2""IPX20"" BRAID FCT SUP LINE",1,$6.98,PLUMBING,PIPE AND FITTINGS,VALVE & SUPPLY LINES,$0.000000,,$-0.35,$6.63,$6.63,GPM PROPERTY MANAGEMENT
2026-08-11,2757,7329,54,120500,405418,"1/2""IPX1/2""IPX20"" BRAID FCT SUP LINE",1,$6.98,PLUMBING,PIPE AND FITTINGS,VALVE & SUPPLY LINES,$0.000000,,$-0.35,$6.63,$6.63,GPM PROPERTY MANAGEMENT
2026-08-10,2789,5538,51,STOCK,1006777824,ECS (60W) A19 FRO DL 4PK DIM,1,$11.98,ELECTRICAL,LIGHT BULBS,,$0.000000,,$-2.70,$9.28,$9.28,GPM PROPERTY MANAGEMENT
2026-08-10,2702,6804,2,120739,1005355237,CPT CNCH STAIR EDG 1-1/8X36SPC ALUM,1,$15.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-1.28,$14.69,$14.69,GPM PROPERTY MANAGEMENT
2026-08-10,2702,6804,2,120739,1005355237,CPT CNCH STAIR EDG 1-1/8X36SPC ALUM,1,$15.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-1.28,$14.69,$14.69,GPM PROPERTY MANAGEMENT
2026-08-10,2702,6804,2,120739,495275,LOCTITE POWER GRAB HEAVY DUTY 9 OZ,1,$5.48,PAINT,CONSTRUCTION ADHESIVE,GEN PURPOSE-HEAVY DUTY,$0.000000,,$-0.44,$5.04,$5.04,GPM PROPERTY MANAGEMENT
2026-08-10,2702,6804,2,120739,590632,1X6-8FT PRIMED FJ S4S BOARD,1,$13.24,LUMBER,BOARDS,TRIM BOARDS,$0.000000,,$-0.92,$12.32,$12.32,GPM PROPERTY MANAGEMENT
2026-08-10,2702,6804,2,120739,1005355237,CPT CNCH STAIR EDG 1-1/8X36SPC ALUM,1,$15.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-1.28,$14.69,$14.69,GPM PROPERTY MANAGEMENT
2026-08-10,2702,6804,2,120739,1005355237,CPT CNCH STAIR EDG 1-1/8X36SPC ALUM,1,$15.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-1.27,$14.70,$14.70,GPM PROPERTY MANAGEMENT
2026-08-10,2702,6804,2,120739,1005355237,CPT CNCH STAIR EDG 1-1/8X36SPC ALUM,1,$15.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-1.28,$14.69,$14.69,GPM PROPERTY MANAGEMENT
2026-08-10,2702,6804,2,120739,160857,1-1/8 X1-1/8 PINE WM202 O/S CRN,3,$4.14,MILLWORK,MOULDINGS,SOFTWOOD SOLID,$0.000000,,$-1.86,$10.56,$10.56,GPM PROPERTY MANAGEMENT
2026-08-10,2702,6804,2,120739,424600,1X3-8FT PRIMED FJ S4S BOARD,1,$7.53,LUMBER,BOARDS,TRIM BOARDS,$0.000000,,$-0.53,$7.00,$7.00,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753906,2X6-10FT #2PRIME PT GC WEATHERSHIELD,1,$13.58,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.40,$13.18,$13.18,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753743,2X4-8FT #2PRIME PT GC WEATHERSHIELD,1,$4.98,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.15,$4.83,$4.83,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753906,2X6-10FT #2PRIME PT GC WEATHERSHIELD,1,$13.58,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.41,$13.17,$13.17,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753827,2X4-12FT #2PRIME PT GC WEATHERSHIELD,1,$10.58,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.32,$10.26,$10.26,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753906,2X6-10FT #2PRIME PT GC WEATHERSHIELD,1,$13.58,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.41,$13.17,$13.17,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753877,2X6-8FT #2PRIME PT GC WEATHERSHIELD,1,$11.08,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.33,$10.75,$10.75,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753906,2X6-10FT #2PRIME PT GC WEATHERSHIELD,1,$13.58,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.40,$13.18,$13.18,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753827,2X4-12FT #2PRIME PT GC WEATHERSHIELD,1,$10.58,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.32,$10.26,$10.26,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,727462,"GRK FIN/TRIM SCREW 8X2"" 100PK",1,$14.98,HARDWARE,FASTENERS,AVAILABLE,$0.000000,,$0.00,$14.98,$14.98,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,430792,"2X2-36"" PT SQUARE END BALUSTER",16,$1.87,LUMBER,LANDSCAPE,SPECIALTY,$0.000000,,$-0.96,$28.96,$28.96,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753877,2X6-8FT #2PRIME PT GC WEATHERSHIELD,1,$11.08,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.33,$10.75,$10.75,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,258132,4X4-12FT #2 PT GC,1,$22.98,LUMBER,PRESSURE TREATED/DECKING,PT TIMBERS,$0.000000,,$-0.69,$22.29,$22.29,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753743,2X4-8FT #2PRIME PT GC WEATHERSHIELD,1,$4.98,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.15,$4.83,$4.83,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753906,2X6-10FT #2PRIME PT GC WEATHERSHIELD,1,$13.58,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.41,$13.17,$13.17,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753827,2X4-12FT #2PRIME PT GC WEATHERSHIELD,1,$10.58,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.32,$10.26,$10.26,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753906,2X6-10FT #2PRIME PT GC WEATHERSHIELD,1,$13.58,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.41,$13.17,$13.17,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753906,2X6-10FT #2PRIME PT GC WEATHERSHIELD,1,$13.58,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.40,$13.18,$13.18,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,430792,"2X2-36"" PT SQUARE END BALUSTER",16,$1.87,LUMBER,LANDSCAPE,SPECIALTY,$0.000000,,$-0.96,$28.96,$28.96,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1003274830,"DECKMATE III, TAN, 3 IN, 5 LB",1,$29.97,HARDWARE,FASTENERS,DECK SCREWS,$0.000000,,$-2.10,$27.87,$27.87,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,430792,"2X2-36"" PT SQUARE END BALUSTER",16,$1.87,LUMBER,LANDSCAPE,SPECIALTY,$0.000000,,$-0.96,$28.96,$28.96,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753827,2X4-12FT #2PRIME PT GC WEATHERSHIELD,1,$10.58,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.32,$10.26,$10.26,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,430792,"2X2-36"" PT SQUARE END BALUSTER",16,$1.87,LUMBER,LANDSCAPE,SPECIALTY,$0.000000,,$-0.96,$28.96,$28.96,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,1001753827,2X4-12FT #2PRIME PT GC WEATHERSHIELD,1,$10.58,LUMBER,PRESSURE TREATED/DECKING,PT DIMENSIONAL LUMBER,$0.000000,,$-0.32,$10.26,$10.26,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,258132,4X4-12FT #2 PT GC,1,$22.98,LUMBER,PRESSURE TREATED/DECKING,PT TIMBERS,$0.000000,,$-0.69,$22.29,$22.29,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7827,1,121327,727462,"GRK FIN/TRIM SCREW 8X2"" 100PK",1,$14.98,HARDWARE,FASTENERS,AVAILABLE,$0.000000,,$0.00,$14.98,$14.98,GPM PROPERTY MANAGEMENT
2026-08-10,2789,5547,51,121703,1006740315,"15"" 5CCT ULTRA LOW PROFILE FM BN-2PK",1,$79.97,ELECTRICAL,INTERIOR LIGHTING,CEILING MOUNT FIXTURES,$0.000000,,$-5.60,$74.37,$74.37,GPM PROPERTY MANAGEMENT
2026-08-10,2789,156,61,120739,363425,BEST 4 X 1/4 IN WOVEN MINI KIT 3PC,1,$7.48,PAINT,APPLICATORS,MINI ROLLERS AND KITS,$0.000000,,$-0.60,$6.88,$6.88,GPM PROPERTY MANAGEMENT
2026-08-10,2789,156,61,120739,465058,CHROME UNIV TRIM KIT FOR DELTA,1,$43.55,PLUMBING,PLUMBING REPAIR & REPLAC,TUB REPAIR,$0.000000,,$-2.18,$41.37,$41.37,GPM PROPERTY MANAGEMENT
2026-08-10,2789,156,61,120739,495275,LOCTITE POWER GRAB HEAVY DUTY 9 OZ,1,$5.48,PAINT,CONSTRUCTION ADHESIVE,GEN PURPOSE-HEAVY DUTY,$0.000000,,$-0.44,$5.04,$5.04,GPM PROPERTY MANAGEMENT
2026-08-10,2789,156,61,120739,1013671244,CPT STR NSG 1-1/8X72 BRSH SLVR ALU,1,$16.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-1.36,$15.61,$15.61,GPM PROPERTY MANAGEMENT
2026-08-10,2789,156,61,120739,643873,GLIDDEN PREM INT SATIN BASE 3 28OZ,1,$16.48,PAINT,INTERIOR PAINT,QUARTS & SMALLER SIZES,$-3.300000,,$0.00,$13.18,$13.18,GPM PROPERTY MANAGEMENT
2026-08-10,2789,156,61,120739,1001287221,BEST TRYLON 2.0 SHRT CUT ALL PAINT,1,$8.97,PAINT,APPLICATORS,BEST/PRO BRUSHES,$0.000000,,$-0.81,$8.16,$8.16,GPM PROPERTY MANAGEMENT
2026-08-10,2789,156,61,120739,1013671244,CPT STR NSG 1-1/8X72 BRSH SLVR ALU,1,$16.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-1.36,$15.61,$15.61,GPM PROPERTY MANAGEMENT
2026-08-10,2789,9976,90,121538,479023,1/4 4X8 SANDE PLYWOOD,2,$32.00,LUMBER,PLYWOOD,HARDWOOD,$0.000000,,$-1.92,$62.08,$62.08,GPM PROPERTY MANAGEMENT
2026-08-10,2789,9976,90,121538,1003531638,6X36 GS TM ALBERTA SPRUCE 24 SF,3,$59.76,WALL&FLOOR COVER.,VINYL PLANK,VNYL GSP/TL,$0.000000,,$0.00,$179.28,$179.28,GPM PROPERTY MANAGEMENT
2026-08-10,2789,9976,90,121538,483872,LIQUILOCK STAY DRY GEL,1,$3.47,PLUMBING,PLUMBING REPAIR & REPLAC,TOILET REPAIR & REPLACE,$0.000000,,$-0.17,$3.30,$3.30,GPM PROPERTY MANAGEMENT
2026-08-10,2789,9976,90,121538,1009628071,CPT SEAM BDR 2-1/2X36 WRM GRY ALUM,1,$14.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-1.20,$13.77,$13.77,GPM PROPERTY MANAGEMENT
2026-08-10,2789,9976,90,121538,1003274866,"DECKMATE III, TAN, 1-5/8 IN, 1 LB",1,$9.97,HARDWARE,FASTENERS,DECK SCREWS,$0.000000,,$-0.70,$9.27,$9.27,GPM PROPERTY MANAGEMENT
2026-08-10,2718,2178,1,121708,300888,15/32 2X2 BCX PLYWOOD,1,$9.46,LUMBER,PLYWOOD,PROJECT PANELS,$0.000000,,$0.00,$9.46,$9.46,GPM PROPERTY MANAGEMENT
2026-08-10,2718,2178,1,121708,915319,"2X4-84"" WHITEWOOD STUD",1,$3.48,LUMBER,DIMENSIONAL LUMBER,AVAILABLE,$0.000000,,$0.00,$3.48,$3.48,GPM PROPERTY MANAGEMENT
2026-08-10,2718,2178,1,121708,640380,CARR BOLT,2,$1.38,HARDWARE,FASTENERS,NUTS/BOLTS/WASHERS,$0.000000,,$-0.20,$2.56,$2.56,GPM PROPERTY MANAGEMENT
2026-08-10,2718,2178,1,121708,655430,5/16HXNUTUSS,2,$0.16,HARDWARE,FASTENERS,NUTS/BOLTS/WASHERS,$0.000000,,$-0.02,$0.30,$0.30,GPM PROPERTY MANAGEMENT
2026-08-10,2718,2178,1,121708,590670,FENDER WASHER ZINC 5/16 (AKC),4,$0.29,HARDWARE,FASTENERS,NUTS/BOLTS/WASHERS,$0.000000,,$-0.08,$1.08,$1.08,GPM PROPERTY MANAGEMENT
2026-08-10,2718,6015,51,121692,1006882369,EASY ON BOOT & SHOE COVERS,1,$11.98,PAINT,TOOLS/SAFETY,,$0.000000,,$0.00,$11.98,$11.98,GPM PROPERTY MANAGEMENT
2026-08-10,2718,6015,51,121692,1002455907,HUSKY SCRAPER BLADE 4 IN 10PK,1,$6.98,PAINT,TOOLS/SAFETY,REPLACEMENT BLADES,$0.000000,,$0.00,$6.98,$6.98,GPM PROPERTY MANAGEMENT
2026-08-10,2718,6015,51,121692,1005142793,HDX POP-N-GO BLK NITRILE GLOVE 40PK,1,$12.98,PAINT,TOOLS/SAFETY,GLOVES,$0.000000,,$-0.91,$12.07,$12.07,GPM PROPERTY MANAGEMENT
2026-08-10,2718,6015,51,121692,620101,USG +3 W/ DUST CONTROL JC 3.5 GAL,1,$22.85,BLDG. MATERIALS,GYPSUM,JOINT TREATMENT,$0.000000,,$0.00,$22.85,$22.85,GPM PROPERTY MANAGEMENT
2026-08-10,2718,6015,51,121692,157432,12'X400' .31MIL PAINTERS PLASTIC,1,$34.98,PAINT,SHEETING/BUCKETS,PLASTIC SHEETING 3 MIL -,$0.000000,,$-2.45,$32.53,$32.53,GPM PROPERTY MANAGEMENT
2026-08-10,2789,1235,19,121538,1009628071,CPT SEAM BDR 2-1/2X36 WRM GRY ALUM,1,$-14.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$1.20,$-13.77,$-13.77,GPM PROPERTY MANAGEMENT
2026-08-10,2789,1235,19,121538,1003531638,6X36 GS TM ALBERTA SPRUCE 24 SF,1,$-59.76,WALL&FLOOR COVER.,VINYL PLANK,VNYL GSP/TL,$0.000000,,$0.00,$-59.76,$-59.76,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7836,1,121538,124144,KWIK SEAL PLUS WHITE 5.5 OZ,1,$6.98,PAINT,CAULKS,LATEX K&B,$0.000000,,$-0.28,$6.70,$6.70,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7836,1,121538,1000050137,"1-1/4"" P-TRAP",1,$5.38,PLUMBING,PIPE AND FITTINGS,TUBULAR REPAIR & REPLACE,$0.000000,,$-0.27,$5.11,$5.11,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7836,1,121538,879282,HOMEOWNER DIY SHIM PK,1,$1.58,LUMBER,SHIMS & WOOD SHINGLES,SHIMS,$0.000000,,$0.00,$1.58,$1.58,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7836,1,121538,300904,KWIK SEAL PLUS WHITE 10.1 OZ,1,$7.98,PAINT,CAULKS,LATEX K&B,$0.000000,,$-0.32,$7.66,$7.66,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7836,1,121538,256731,#35 EXTRA THICK WAX RING WITH BOLTS,1,$6.98,PLUMBING,PLUMBING REPAIR & REPLAC,TOILET REPAIR & REPLACE,$0.000000,,$-0.35,$6.63,$6.63,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7836,1,121538,1013671251,CPT CNCH STR NSG 1-1/8X36 STNNIK AL,1,$15.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-1.28,$14.69,$14.69,GPM PROPERTY MANAGEMENT
2026-08-10,2709,7836,1,121538,879282,HOMEOWNER DIY SHIM PK,1,$1.58,LUMBER,SHIMS & WOOD SHINGLES,SHIMS,$0.000000,,$0.00,$1.58,$1.58,GPM PROPERTY MANAGEMENT
2026-08-10,2738,5549,52,3005,1015548708,2 GALLON ORANGE HALLOWEEN BUCKET,1,$2.88,PAINT,SHEETING/BUCKETS,BUCKET/PAINT PAILS,$0.000000,,$0.00,$2.88,$2.88,GPM PROPERTY MANAGEMENT
2026-08-10,2738,5549,52,3005,207585,HDX 27 GALLON TOUGH TOTE,1,$8.98,WALL&FLOOR COVER.,GARAGE/GENERAL ORGANIZE,RESIN STORAGE,$0.000000,,$0.00,$8.98,$8.98,GPM PROPERTY MANAGEMENT
2026-08-10,2738,5549,52,3005,661157,BEHR PRO INT PR170 SG WHT 5.00GL,1,$116.00,PAINT,INTERIOR PAINT,BEHR PRO I100,$-23.200000,,$0.00,$92.80,$92.80,GPM PROPERTY MANAGEMENT
2026-08-10,2738,5549,52,3005,1001767431,5 GALLON PAINT STICK- 3 PACK,1,$1.78,PAINT,APPLICATORS,MISCELLANEOUS ACCESSORY,$0.000000,,$0.00,$1.78,$1.78,GPM PROPERTY MANAGEMENT
2026-08-10,2738,5549,52,3005,1015548708,2 GALLON ORANGE HALLOWEEN BUCKET,1,$2.88,PAINT,SHEETING/BUCKETS,BUCKET/PAINT PAILS,$0.000000,,$0.00,$2.88,$2.88,GPM PROPERTY MANAGEMENT
2026-08-10,2738,5549,52,3005,1015548708,2 GALLON ORANGE HALLOWEEN BUCKET,1,$2.88,PAINT,SHEETING/BUCKETS,BUCKET/PAINT PAILS,$0.000000,,$0.00,$2.88,$2.88,GPM PROPERTY MANAGEMENT
2026-08-10,2738,5549,52,3005,207585,HDX 27 GALLON TOUGH TOTE,1,$8.98,WALL&FLOOR COVER.,GARAGE/GENERAL ORGANIZE,RESIN STORAGE,$0.000000,,$0.00,$8.98,$8.98,GPM PROPERTY MANAGEMENT
2026-08-09,2707,4789,8,,657920,BEHR PRO INT PR330 EGG WHT 124OZ,1,$26.98,PAINT,INTERIOR PAINT,BEHR PRO I300,$-5.400000,,$-3.18,$18.40,$18.40,GPM PROPERTY MANAGEMENT
2026-08-09,2707,4789,8,,914673,1X4-6FT COMMON BOARD,1,$3.74,LUMBER,BOARDS,WHITEWOOD,$0.000000,,$-0.37,$3.37,$3.37,GPM PROPERTY MANAGEMENT
2026-08-09,2707,4789,8,,657920,BEHR PRO INT PR330 EGG WHT 124OZ,1,$26.98,PAINT,INTERIOR PAINT,BEHR PRO I300,$-5.400000,,$-3.18,$18.40,$18.40,GPM PROPERTY MANAGEMENT
2026-08-09,2707,4789,8,,657920,BEHR PRO INT PR330 EGG WHT 124OZ,1,$26.98,PAINT,INTERIOR PAINT,BEHR PRO I300,$-5.390000,,$-3.18,$18.41,$18.41,GPM PROPERTY MANAGEMENT
2026-08-09,2707,4789,8,,657920,BEHR PRO INT PR330 EGG WHT 124OZ,1,$26.98,PAINT,INTERIOR PAINT,BEHR PRO I300,$-5.400000,,$-3.18,$18.40,$18.40,GPM PROPERTY MANAGEMENT
2026-08-09,2707,4789,8,,657920,BEHR PRO INT PR330 EGG WHT 124OZ,1,$26.98,PAINT,INTERIOR PAINT,BEHR PRO I300,$-5.390000,,$-3.18,$18.41,$18.41,GPM PROPERTY MANAGEMENT
2026-08-09,2707,4790,8,,924817,INT PAINT,1,$37.98,PAINT,INTERIOR PAINT,BEHR PREMIUM PLUS,$-7.600000,,$0.00,$30.38,$30.38,GPM PROPERTY MANAGEMENT
2026-08-08,2789,5088,51,,641497,GLIDDEN PREM INT EGG BASE 2 29.5OZ,1,$15.48,PAINT,INTERIOR PAINT,QUARTS & SMALLER SIZES,$-3.100000,,$0.00,$12.38,$12.38,GPM PROPERTY MANAGEMENT
